,Daily Global Risk Appetite,Equity-Only Risk Appetite,US Credit Risk Appetite (New)
26/01/1993,-0.51,-0.6,NA
27/01/1993,-0.44,-0.53,NA
28/01/1993,-0.37,-0.52,NA
29/01/1993,-0.21,-0.36,NA
01/02/1993,-0.2,-0.44,NA
02/02/1993,-0.05,-0.31,NA
03/02/1993,0.03,-0.36,NA
04/02/1993,0.13,-0.27,NA
05/02/1993,0.21,-0.17,NA
08/02/1993,0.29,-0.08,NA
09/02/1993,0.36,0.08,NA
10/02/1993,0.45,0.16,NA
11/02/1993,0.48,0.19,NA
12/02/1993,0.46,0.23,NA
15/02/1993,0.61,0.36,NA
16/02/1993,0.7,0.68,NA
17/02/1993,0.76,0.8,NA
18/02/1993,0.73,0.82,NA
19/02/1993,0.81,0.88,NA
22/02/1993,0.86,0.99,NA
23/02/1993,0.79,1.03,NA
24/02/1993,0.68,0.83,NA
25/02/1993,0.74,0.86,NA
26/02/1993,0.84,0.89,NA
01/03/1993,0.77,0.83,NA
02/03/1993,0.6,0.58,NA
03/03/1993,0.65,0.66,NA
04/03/1993,0.72,0.83,NA
05/03/1993,0.72,0.83,NA
08/03/1993,0.71,0.61,NA
09/03/1993,0.81,0.67,NA
10/03/1993,0.81,0.62,NA
11/03/1993,0.87,0.72,NA
12/03/1993,0.97,0.88,NA
15/03/1993,1.06,0.89,NA
16/03/1993,1.09,0.98,NA
17/03/1993,1.2,1.16,NA
18/03/1993,1.35,1.22,NA
19/03/1993,1.44,1.31,NA
22/03/1993,1.47,1.34,NA
23/03/1993,1.38,1.24,NA
24/03/1993,1.52,1.38,NA
25/03/1993,1.51,1.25,NA
26/03/1993,1.71,1.4,NA
29/03/1993,1.82,1.42,NA
30/03/1993,1.83,1.43,NA
31/03/1993,1.87,1.49,NA
01/04/1993,1.96,1.55,NA
02/04/1993,2.35,2.01,NA
05/04/1993,2.36,1.97,NA
06/04/1993,2.42,2.11,NA
07/04/1993,2.57,2.2,NA
08/04/1993,2.63,2.29,NA
09/04/1993,2.61,2.29,NA
12/04/1993,2.47,2.1,NA
13/04/1993,2.69,2.22,NA
14/04/1993,2.74,2.36,NA
15/04/1993,2.72,2.36,NA
16/04/1993,2.66,2.35,NA
19/04/1993,2.66,2.4,NA
20/04/1993,2.68,2.5,NA
21/04/1993,2.69,2.6,NA
22/04/1993,2.78,2.81,NA
23/04/1993,2.79,2.87,NA
26/04/1993,2.99,3.13,NA
27/04/1993,2.97,2.94,NA
28/04/1993,3.05,2.98,NA
29/04/1993,2.98,2.94,NA
30/04/1993,3.03,2.92,NA
03/05/1993,2.85,2.74,NA
04/05/1993,2.81,2.67,NA
05/05/1993,2.8,2.68,NA
06/05/1993,2.78,2.72,NA
07/05/1993,2.8,2.77,NA
10/05/1993,2.76,2.7,NA
11/05/1993,2.77,2.7,NA
12/05/1993,2.81,2.76,NA
13/05/1993,3.06,3.1,NA
14/05/1993,3,3.05,NA
17/05/1993,3.08,3.11,NA
18/05/1993,3.14,3.16,NA
19/05/1993,3.06,3.01,NA
20/05/1993,3.09,3.03,NA
21/05/1993,3.28,3.28,NA
24/05/1993,3.27,3.21,NA
25/05/1993,3.3,3.23,NA
26/05/1993,3.26,3.14,NA
27/05/1993,3.25,3.15,NA
28/05/1993,3.39,3.35,NA
31/05/1993,3.37,3.36,NA
01/06/1993,3.31,3.29,NA
02/06/1993,3.44,3.41,NA
03/06/1993,3.59,3.59,NA
04/06/1993,3.61,3.67,NA
07/06/1993,3.58,3.69,NA
08/06/1993,3.53,3.75,NA
09/06/1993,3.46,3.65,NA
10/06/1993,3.48,3.7,NA
11/06/1993,3.55,3.79,NA
14/06/1993,3.55,3.78,NA
15/06/1993,3.39,3.75,NA
16/06/1993,3.46,3.82,NA
17/06/1993,3.36,3.72,NA
18/06/1993,3.52,3.98,NA
21/06/1993,3.31,3.82,NA
22/06/1993,3.39,3.85,NA
23/06/1993,3.4,3.87,NA
24/06/1993,3.3,3.71,NA
25/06/1993,3.35,3.76,NA
28/06/1993,3.26,3.59,NA
29/06/1993,3.15,3.54,NA
30/06/1993,3.12,3.49,NA
01/07/1993,3.14,3.5,NA
02/07/1993,3.14,3.63,NA
05/07/1993,3.23,3.72,NA
06/07/1993,3.32,3.87,NA
07/07/1993,3.29,3.78,NA
08/07/1993,3.2,3.54,NA
09/07/1993,3.23,3.52,NA
12/07/1993,3.32,3.58,NA
13/07/1993,3.35,3.56,NA
14/07/1993,3.22,3.39,NA
15/07/1993,3.22,3.4,NA
16/07/1993,3.25,3.49,NA
19/07/1993,3.25,3.48,NA
20/07/1993,3.33,3.55,NA
21/07/1993,3.34,3.55,NA
22/07/1993,3.34,3.53,NA
23/07/1993,3.29,3.44,NA
26/07/1993,3.21,3.3,NA
27/07/1993,3.28,3.35,NA
28/07/1993,3.44,3.6,NA
29/07/1993,3.6,3.69,NA
30/07/1993,3.71,3.87,NA
02/08/1993,3.66,3.8,NA
03/08/1993,3.67,3.81,NA
04/08/1993,3.66,3.67,NA
05/08/1993,3.68,3.72,NA
06/08/1993,3.65,3.66,NA
09/08/1993,3.61,3.6,NA
10/08/1993,3.66,3.65,NA
11/08/1993,3.7,3.62,NA
12/08/1993,3.87,3.81,NA
13/08/1993,3.78,3.72,NA
16/08/1993,3.82,3.72,NA
17/08/1993,3.96,3.81,NA
18/08/1993,4.04,3.83,NA
19/08/1993,4.18,4,NA
20/08/1993,4.18,4.01,NA
23/08/1993,4.06,3.96,NA
24/08/1993,3.88,3.71,NA
25/08/1993,3.86,3.67,NA
26/08/1993,4.06,3.92,NA
27/08/1993,4.12,3.94,NA
30/08/1993,4.11,3.91,NA
31/08/1993,4.08,3.82,NA
01/09/1993,4.09,3.89,NA
02/09/1993,4.28,4.18,NA
03/09/1993,4.18,4.16,NA
06/09/1993,4.22,4.27,NA
07/09/1993,4.27,4.49,NA
08/09/1993,4.21,4.56,NA
09/09/1993,4.19,4.46,NA
10/09/1993,4.15,4.45,NA
13/09/1993,4.23,4.53,NA
14/09/1993,4.16,4.44,NA
15/09/1993,4.09,4.38,NA
16/09/1993,4.09,4.51,NA
17/09/1993,4.23,4.72,NA
20/09/1993,4.14,4.74,NA
21/09/1993,4.05,4.66,NA
22/09/1993,3.82,4.4,NA
23/09/1993,3.91,4.49,NA
24/09/1993,3.78,4.36,NA
27/09/1993,3.69,4.28,NA
28/09/1993,3.79,4.47,NA
29/09/1993,3.74,4.42,NA
30/09/1993,3.73,4.4,NA
01/10/1993,3.72,4.43,NA
04/10/1993,3.72,4.44,NA
05/10/1993,3.89,4.59,NA
06/10/1993,3.94,4.61,NA
07/10/1993,4,4.72,NA
08/10/1993,3.98,4.72,NA
11/10/1993,4.05,4.75,NA
12/10/1993,4.14,4.89,NA
13/10/1993,4.28,5.07,NA
14/10/1993,4.11,4.85,NA
15/10/1993,4.15,4.85,NA
18/10/1993,4.03,4.63,NA
19/10/1993,3.98,4.65,NA
20/10/1993,3.75,4.43,NA
21/10/1993,3.65,4.25,NA
22/10/1993,3.9,4.44,NA
25/10/1993,3.6,4.04,NA
26/10/1993,3.54,4.05,NA
27/10/1993,3.7,4.26,NA
28/10/1993,3.55,4.11,NA
29/10/1993,3.83,4.36,NA
01/11/1993,4.07,4.51,NA
02/11/1993,4.12,4.54,NA
03/11/1993,4.12,4.67,NA
04/11/1993,4.01,4.77,NA
05/11/1993,3.73,4.5,NA
08/11/1993,3.75,4.53,NA
09/11/1993,3.47,4.37,NA
10/11/1993,3.64,4.51,NA
11/11/1993,3.88,4.8,NA
12/11/1993,3.86,4.74,NA
15/11/1993,3.91,4.88,NA
16/11/1993,3.78,4.69,NA
17/11/1993,3.98,4.96,NA
18/11/1993,4.06,5.03,NA
19/11/1993,3.98,4.95,NA
22/11/1993,3.64,4.77,NA
23/11/1993,3.32,4.43,NA
24/11/1993,3.32,4.45,NA
25/11/1993,3.39,4.5,NA
26/11/1993,3.2,4.41,NA
29/11/1993,2.7,4.05,NA
30/11/1993,2.74,4.04,NA
01/12/1993,2.76,3.88,NA
02/12/1993,2.87,3.97,NA
03/12/1993,2.89,3.93,NA
06/12/1993,2.93,4.05,NA
07/12/1993,2.97,4.07,NA
08/12/1993,2.86,3.95,NA
09/12/1993,3.02,4.1,NA
10/12/1993,3.1,4.16,NA
13/12/1993,3.23,4.21,NA
14/12/1993,4.4,5.26,NA
15/12/1993,4.48,5.35,NA
16/12/1993,4.61,5.42,NA
17/12/1993,4.64,5.37,NA
20/12/1993,4.53,5.29,NA
21/12/1993,4.69,5.44,NA
22/12/1993,4.84,5.58,NA
23/12/1993,5,5.75,NA
24/12/1993,4.98,5.76,NA
27/12/1993,5.12,5.9,NA
28/12/1993,5,5.73,NA
29/12/1993,5.13,5.87,NA
30/12/1993,5.5,6.24,NA
31/12/1993,5.62,6.4,NA
03/01/1994,5.92,6.7,NA
04/01/1994,6.25,7.04,NA
05/01/1994,6.45,7.23,NA
06/01/1994,6.36,7.12,NA
07/01/1994,6.17,6.89,NA
10/01/1994,6.27,6.91,NA
11/01/1994,6.26,6.88,NA
12/01/1994,6.24,6.88,NA
13/01/1994,6.16,6.77,NA
14/01/1994,6.23,6.74,NA
17/01/1994,6.43,6.92,NA
18/01/1994,6.33,6.8,NA
19/01/1994,6.37,6.75,NA
20/01/1994,6.57,6.96,NA
21/01/1994,6.59,6.98,NA
24/01/1994,6.38,6.92,NA
25/01/1994,6.19,6.63,NA
26/01/1994,6.23,6.57,NA
27/01/1994,6.18,6.54,NA
28/01/1994,5.92,6.17,NA
31/01/1994,6.06,6.11,NA
01/02/1994,6.21,6.22,NA
02/02/1994,6.02,6.02,NA
03/02/1994,5.85,5.89,NA
04/02/1994,6.1,6.32,NA
07/02/1994,5.67,5.85,NA
08/02/1994,5.88,6.02,NA
09/02/1994,5.53,5.67,NA
10/02/1994,5.69,5.86,NA
11/02/1994,5.62,5.79,NA
14/02/1994,5.43,5.65,NA
15/02/1994,5.42,5.66,NA
16/02/1994,5.45,5.67,NA
17/02/1994,5.53,5.67,NA
18/02/1994,5.25,5.4,NA
21/02/1994,4.93,5.04,NA
22/02/1994,4.93,4.98,NA
23/02/1994,4.84,4.84,NA
24/02/1994,4.6,4.65,NA
25/02/1994,4.38,4.38,NA
28/02/1994,4.27,4.2,NA
01/03/1994,4.2,4.08,NA
02/03/1994,3.86,3.75,NA
03/03/1994,3.86,3.74,NA
04/03/1994,4.04,3.84,NA
07/03/1994,4.15,3.89,NA
08/03/1994,4.18,3.9,NA
09/03/1994,4.09,3.81,NA
10/03/1994,4.13,3.83,NA
11/03/1994,4.07,3.77,NA
14/03/1994,4.16,3.76,NA
15/03/1994,4.19,3.75,NA
16/03/1994,4.17,3.69,NA
17/03/1994,4.05,3.55,NA
18/03/1994,3.73,3.2,NA
21/03/1994,3.26,2.72,NA
22/03/1994,3.26,2.72,NA
23/03/1994,3.37,2.87,NA
24/03/1994,3.37,2.88,NA
25/03/1994,3.48,3.03,NA
28/03/1994,3.31,2.82,NA
29/03/1994,3.18,2.78,NA
30/03/1994,3.18,2.83,NA
31/03/1994,2.91,2.58,NA
01/04/1994,2.88,2.55,NA
04/04/1994,2.63,2.26,NA
05/04/1994,2.37,1.92,NA
06/04/1994,2.4,1.93,NA
07/04/1994,2.46,1.94,NA
08/04/1994,2.6,2.08,NA
11/04/1994,2.56,1.98,NA
12/04/1994,2.46,1.93,NA
13/04/1994,2.31,1.8,NA
14/04/1994,2.09,1.58,NA
15/04/1994,2,1.51,NA
18/04/1994,2.06,1.57,NA
19/04/1994,1.87,1.43,NA
20/04/1994,1.64,1.27,NA
21/04/1994,1.51,1.15,NA
22/04/1994,1.67,1.27,NA
25/04/1994,1.7,1.29,NA
26/04/1994,1.7,1.26,NA
27/04/1994,1.74,1.3,NA
28/04/1994,1.8,1.33,NA
29/04/1994,1.68,1.2,NA
02/05/1994,1.55,1.05,NA
03/05/1994,1.45,0.96,NA
04/05/1994,1.3,0.85,NA
05/05/1994,1.09,0.66,NA
06/05/1994,1.23,0.72,NA
09/05/1994,1.13,0.65,NA
10/05/1994,1.1,0.58,NA
11/05/1994,1.2,0.68,NA
12/05/1994,1.24,0.69,NA
13/05/1994,1.18,0.65,NA
16/05/1994,1.23,0.73,NA
17/05/1994,1.11,0.6,NA
18/05/1994,1.19,0.64,NA
19/05/1994,1.25,0.69,NA
20/05/1994,1.32,0.76,NA
23/05/1994,1.41,0.79,NA
24/05/1994,1.31,0.7,NA
25/05/1994,1.25,0.66,NA
26/05/1994,1.23,0.67,NA
27/05/1994,1.2,0.64,NA
30/05/1994,1.24,0.65,NA
31/05/1994,1.18,0.58,NA
01/06/1994,1.09,0.48,NA
02/06/1994,0.93,0.33,NA
03/06/1994,0.95,0.34,NA
06/06/1994,1.03,0.43,NA
07/06/1994,0.96,0.32,NA
08/06/1994,0.86,0.23,NA
09/06/1994,0.77,0.14,NA
10/06/1994,0.75,0.11,NA
13/06/1994,0.58,-0.06,NA
14/06/1994,0.35,-0.26,NA
15/06/1994,0.33,-0.26,NA
16/06/1994,0.16,-0.38,NA
17/06/1994,0.25,-0.31,NA
20/06/1994,0.02,-0.47,NA
21/06/1994,-0.19,-0.61,NA
22/06/1994,-0.28,-0.69,NA
23/06/1994,-0.33,-0.72,NA
24/06/1994,-0.37,-0.7,NA
27/06/1994,-0.57,-0.88,NA
28/06/1994,-0.45,-0.84,NA
29/06/1994,-0.41,-0.81,NA
30/06/1994,-0.48,-0.87,NA
01/07/1994,-0.65,-1,NA
04/07/1994,-0.61,-0.98,NA
05/07/1994,-0.62,-1,NA
06/07/1994,-0.58,-0.93,NA
07/07/1994,-0.55,-0.91,NA
08/07/1994,-0.59,-0.97,NA
11/07/1994,-0.57,-0.95,NA
12/07/1994,-0.56,-0.88,NA
13/07/1994,-0.54,-0.89,NA
14/07/1994,-0.59,-0.94,NA
15/07/1994,-0.56,-0.9,NA
18/07/1994,-0.62,-0.93,NA
19/07/1994,-0.69,-0.95,NA
20/07/1994,-0.59,-0.87,NA
21/07/1994,-0.65,-0.92,NA
22/07/1994,-0.7,-0.95,NA
25/07/1994,-0.74,-0.96,NA
26/07/1994,-0.71,-0.93,NA
27/07/1994,-0.64,-0.84,NA
28/07/1994,-0.69,-0.88,NA
29/07/1994,-0.81,-0.99,NA
01/08/1994,-0.74,-0.93,NA
02/08/1994,-0.56,-0.78,NA
03/08/1994,-0.52,-0.73,NA
04/08/1994,-0.43,-0.63,NA
05/08/1994,-0.33,-0.55,NA
08/08/1994,-0.31,-0.55,NA
09/08/1994,-0.36,-0.59,NA
10/08/1994,-0.41,-0.64,NA
11/08/1994,-0.43,-0.65,NA
12/08/1994,-0.53,-0.69,NA
15/08/1994,-0.45,-0.61,NA
16/08/1994,-0.45,-0.61,NA
17/08/1994,-0.3,-0.48,NA
18/08/1994,-0.13,-0.33,NA
19/08/1994,-0.03,-0.22,NA
22/08/1994,0.21,0.01,NA
23/08/1994,0.04,-0.15,NA
24/08/1994,-0.06,-0.27,NA
25/08/1994,0.1,-0.12,NA
26/08/1994,-0.02,-0.27,NA
29/08/1994,0.1,-0.18,NA
30/08/1994,0.14,-0.12,NA
31/08/1994,0.16,-0.09,NA
01/09/1994,0.28,0.07,NA
02/09/1994,0.38,0.2,NA
05/09/1994,0.16,0.06,NA
06/09/1994,0.3,0.21,NA
07/09/1994,0.29,0.23,NA
08/09/1994,0.46,0.39,NA
09/09/1994,0.67,0.59,NA
12/09/1994,0.75,0.68,NA
13/09/1994,0.7,0.62,NA
14/09/1994,0.77,0.71,NA
15/09/1994,0.61,0.52,NA
16/09/1994,0.77,0.66,NA
19/09/1994,0.77,0.69,NA
20/09/1994,0.93,0.88,NA
21/09/1994,1.02,0.97,NA
22/09/1994,1.07,1.02,NA
23/09/1994,1.18,1.13,NA
26/09/1994,1.14,1.1,NA
27/09/1994,1.1,1.06,NA
28/09/1994,1.1,1.02,NA
29/09/1994,1.26,1.18,NA
30/09/1994,1.33,1.25,NA
03/10/1994,1.36,1.28,NA
04/10/1994,1.51,1.48,NA
05/10/1994,1.41,1.39,NA
06/10/1994,1.36,1.34,NA
07/10/1994,1.23,1.21,NA
10/10/1994,1.14,1.04,NA
11/10/1994,1.1,0.95,NA
12/10/1994,1.3,1.11,NA
13/10/1994,1.33,1.13,NA
14/10/1994,1.35,1.19,NA
17/10/1994,1.41,1.27,NA
18/10/1994,1.44,1.32,NA
19/10/1994,1.27,1.15,NA
20/10/1994,1.39,1.26,NA
21/10/1994,1.36,1.27,NA
24/10/1994,1.29,1.22,NA
25/10/1994,1.34,1.27,NA
26/10/1994,1.42,1.33,NA
27/10/1994,1.46,1.33,NA
28/10/1994,1.53,1.32,NA
31/10/1994,1.6,1.37,NA
01/11/1994,1.62,1.41,NA
02/11/1994,1.69,1.52,NA
03/11/1994,1.58,1.39,NA
04/11/1994,1.82,1.64,NA
07/11/1994,1.85,1.7,NA
08/11/1994,1.83,1.66,NA
09/11/1994,1.92,1.75,NA
10/11/1994,1.98,1.78,NA
11/11/1994,1.94,1.78,NA
14/11/1994,1.9,1.69,NA
15/11/1994,1.92,1.7,NA
16/11/1994,1.92,1.69,NA
17/11/1994,1.88,1.66,NA
18/11/1994,1.77,1.58,NA
21/11/1994,1.6,1.45,NA
22/11/1994,1.56,1.53,NA
23/11/1994,1.2,1.23,NA
24/11/1994,1.29,1.33,NA
25/11/1994,1.15,1.2,NA
28/11/1994,1.14,1.13,NA
29/11/1994,1.35,1.29,NA
30/11/1994,1.42,1.37,NA
01/12/1994,1.51,1.49,NA
02/12/1994,1.24,1.24,NA
05/12/1994,1.34,1.28,NA
06/12/1994,1.26,1.25,NA
07/12/1994,1.34,1.32,NA
08/12/1994,1.51,1.52,NA
09/12/1994,1.29,1.32,NA
12/12/1994,1.33,1.33,NA
13/12/1994,1.31,1.31,NA
14/12/1994,1.44,1.24,NA
15/12/1994,1.44,1.24,NA
16/12/1994,1.42,1.2,NA
19/12/1994,1.44,1.23,NA
20/12/1994,1.32,1.13,NA
21/12/1994,1.03,0.9,NA
22/12/1994,0.74,0.62,NA
23/12/1994,0.82,0.65,NA
26/12/1994,0.74,0.54,NA
27/12/1994,0.38,0.28,NA
28/12/1994,0.46,0.34,NA
29/12/1994,0.61,0.44,NA
30/12/1994,0.58,0.44,NA
02/01/1995,0.53,0.39,NA
03/01/1995,0.29,0.18,NA
04/01/1995,0,-0.06,NA
05/01/1995,0.1,0.01,NA
06/01/1995,-0.16,-0.24,NA
09/01/1995,-0.48,-0.42,NA
10/01/1995,-1.17,-0.91,NA
11/01/1995,-1.07,-0.85,NA
12/01/1995,-0.71,-0.67,NA
13/01/1995,-0.66,-0.66,NA
16/01/1995,-0.76,-0.81,NA
17/01/1995,-0.7,-0.76,NA
18/01/1995,-0.81,-0.85,NA
19/01/1995,-0.99,-1.01,NA
20/01/1995,-1.09,-1.07,NA
23/01/1995,-1.38,-1.35,NA
24/01/1995,-1.39,-1.45,NA
25/01/1995,-1.47,-1.5,NA
26/01/1995,-1.4,-1.46,NA
27/01/1995,-1.58,-1.59,NA
30/01/1995,-1.89,-1.87,NA
31/01/1995,-1.65,-1.69,NA
01/02/1995,-1.56,-1.62,NA
02/02/1995,-1.65,-1.74,NA
03/02/1995,-1.73,-1.83,NA
06/02/1995,-1.78,-1.9,NA
07/02/1995,-1.88,-1.96,NA
08/02/1995,-2.02,-2.06,NA
09/02/1995,-2.09,-2.1,NA
10/02/1995,-2.17,-2.19,NA
13/02/1995,-2.28,-2.25,NA
14/02/1995,-2.41,-2.31,NA
15/02/1995,-2.58,-2.43,NA
16/02/1995,-2.75,-2.55,NA
17/02/1995,-2.62,-2.44,NA
20/02/1995,-2.66,-2.47,NA
21/02/1995,-2.78,-2.61,NA
22/02/1995,-2.95,-2.75,NA
23/02/1995,-2.82,-2.64,NA
24/02/1995,-2.75,-2.56,NA
27/02/1995,-2.92,-2.62,NA
28/02/1995,-2.96,-2.72,NA
01/03/1995,-3,-2.7,NA
02/03/1995,-3.19,-2.87,NA
03/03/1995,-3.28,-2.97,NA
06/03/1995,-3.39,-3.05,NA
07/03/1995,-3.54,-3.08,NA
08/03/1995,-3.81,-3.27,NA
09/03/1995,-4.02,-3.41,NA
10/03/1995,-3.7,-3.18,NA
13/03/1995,-3.65,-3.13,NA
14/03/1995,-3.5,-3.03,NA
15/03/1995,-3.55,-3.06,NA
16/03/1995,-3.61,-3.11,NA
17/03/1995,-3.61,-3.05,NA
20/03/1995,-3.65,-3.11,NA
21/03/1995,-3.6,-3.07,NA
22/03/1995,-3.65,-3.14,NA
23/03/1995,-3.72,-3.18,NA
24/03/1995,-3.68,-3.15,NA
27/03/1995,-3.63,-3.16,NA
28/03/1995,-3.77,-3.34,NA
29/03/1995,-3.76,-3.31,NA
30/03/1995,-3.63,-3.21,NA
31/03/1995,-3.64,-3.19,NA
03/04/1995,-3.74,-3.24,NA
04/04/1995,-3.62,-3.19,NA
05/04/1995,-3.55,-3.11,NA
06/04/1995,-3.53,-3.08,NA
07/04/1995,-3.53,-3.1,NA
10/04/1995,-3.56,-3.2,NA
11/04/1995,-3.61,-3.22,NA
12/04/1995,-3.63,-3.27,NA
13/04/1995,-3.63,-3.28,NA
14/04/1995,-3.6,-3.2,NA
17/04/1995,-3.47,-3.06,NA
18/04/1995,-3.44,-2.98,NA
19/04/1995,-3.28,-2.85,NA
20/04/1995,-3.14,-2.71,NA
21/04/1995,-3.08,-2.69,NA
24/04/1995,-3.07,-2.7,NA
25/04/1995,-2.92,-2.55,NA
26/04/1995,-2.93,-2.58,NA
27/04/1995,-2.93,-2.62,NA
28/04/1995,-2.94,-2.65,NA
01/05/1995,-2.93,-2.65,NA
02/05/1995,-2.91,-2.62,NA
03/05/1995,-2.82,-2.57,NA
04/05/1995,-2.69,-2.42,NA
05/05/1995,-2.74,-2.41,NA
08/05/1995,-2.82,-2.5,NA
09/05/1995,-2.69,-2.36,NA
10/05/1995,-2.63,-2.35,NA
11/05/1995,-2.6,-2.29,NA
12/05/1995,-2.49,-2.24,NA
15/05/1995,-2.55,-2.34,NA
16/05/1995,-2.62,-2.39,NA
17/05/1995,-2.5,-2.32,NA
18/05/1995,-2.43,-2.25,NA
19/05/1995,-2.52,-2.31,NA
22/05/1995,-2.64,-2.47,NA
23/05/1995,-2.7,-2.54,NA
24/05/1995,-2.63,-2.47,NA
25/05/1995,-2.61,-2.41,NA
26/05/1995,-2.66,-2.39,NA
29/05/1995,-2.61,-2.34,NA
30/05/1995,-2.8,-2.47,NA
31/05/1995,-2.89,-2.65,NA
01/06/1995,-2.82,-2.57,NA
02/06/1995,-2.65,-2.4,NA
05/06/1995,-2.54,-2.34,NA
06/06/1995,-2.61,-2.37,NA
07/06/1995,-2.6,-2.36,NA
08/06/1995,-2.62,-2.37,NA
09/06/1995,-2.62,-2.28,NA
12/06/1995,-2.63,-2.34,NA
13/06/1995,-2.68,-2.41,NA
14/06/1995,-2.68,-2.41,NA
15/06/1995,-2.67,-2.47,NA
16/06/1995,-2.59,-2.43,NA
19/06/1995,-2.72,-2.59,NA
20/06/1995,-2.73,-2.57,NA
21/06/1995,-2.65,-2.49,NA
22/06/1995,-2.72,-2.6,NA
23/06/1995,-2.64,-2.52,NA
26/06/1995,-2.43,-2.33,NA
27/06/1995,-2.25,-2.16,NA
28/06/1995,-2.18,-2.14,NA
29/06/1995,-2.12,-2.1,NA
30/06/1995,-1.99,-2.02,NA
03/07/1995,-1.94,-2.03,NA
04/07/1995,-1.82,-1.94,NA
05/07/1995,-1.65,-1.73,NA
06/07/1995,-1.63,-1.68,NA
07/07/1995,-1.47,-1.61,NA
10/07/1995,-1.27,-1.41,NA
11/07/1995,-1.27,-1.41,NA
12/07/1995,-1.17,-1.42,NA
13/07/1995,-0.99,-1.25,NA
14/07/1995,-0.87,-1.18,NA
17/07/1995,-0.8,-1.19,NA
18/07/1995,-0.77,-1.11,NA
19/07/1995,-0.79,-1.08,NA
20/07/1995,-0.77,-1.06,NA
21/07/1995,-0.66,-1,NA
24/07/1995,-0.64,-1.01,NA
25/07/1995,-0.65,-1.05,NA
26/07/1995,-0.67,-1.08,NA
27/07/1995,-0.68,-1.09,NA
28/07/1995,-0.62,-1.01,NA
31/07/1995,-0.66,-1.02,NA
01/08/1995,-0.58,-0.92,NA
02/08/1995,-0.35,-0.73,NA
03/08/1995,-0.21,-0.61,NA
04/08/1995,-0.12,-0.53,NA
07/08/1995,-0.07,-0.5,NA
08/08/1995,-0.08,-0.53,NA
09/08/1995,-0.05,-0.52,NA
10/08/1995,0.09,-0.39,NA
11/08/1995,0.05,-0.44,NA
14/08/1995,-0.07,-0.61,NA
15/08/1995,0.02,-0.53,NA
16/08/1995,0.08,-0.56,NA
17/08/1995,0.14,-0.52,NA
18/08/1995,0.22,-0.44,NA
21/08/1995,0.34,-0.33,NA
22/08/1995,0.35,-0.32,NA
23/08/1995,0.57,-0.11,NA
24/08/1995,0.59,-0.05,NA
25/08/1995,0.64,-0.03,NA
28/08/1995,0.77,0.11,NA
29/08/1995,0.79,0.06,NA
30/08/1995,0.82,0.07,NA
31/08/1995,0.95,0.17,NA
01/09/1995,1.03,0.24,NA
04/09/1995,1.17,0.41,NA
05/09/1995,1.2,0.4,NA
06/09/1995,1.25,0.45,NA
07/09/1995,1.39,0.58,NA
08/09/1995,1.47,0.56,NA
11/09/1995,1.59,0.62,NA
12/09/1995,1.6,0.63,NA
13/09/1995,1.58,0.55,NA
14/09/1995,1.56,0.53,NA
15/09/1995,1.58,0.52,NA
18/09/1995,1.55,0.49,NA
19/09/1995,1.52,0.41,NA
20/09/1995,1.32,0.19,NA
21/09/1995,1.26,0.17,NA
22/09/1995,1.03,0.04,NA
25/09/1995,0.91,-0.12,NA
26/09/1995,0.78,-0.28,NA
27/09/1995,0.72,-0.38,NA
28/09/1995,0.65,-0.44,NA
29/09/1995,0.75,-0.29,NA
02/10/1995,0.54,-0.46,NA
03/10/1995,0.37,-0.64,NA
04/10/1995,0.29,-0.72,NA
05/10/1995,0.3,-0.69,NA
06/10/1995,0.33,-0.61,NA
09/10/1995,0.17,-0.72,NA
10/10/1995,-0.04,-0.9,NA
11/10/1995,-0.06,-0.89,NA
12/10/1995,-0.18,-1.05,NA
13/10/1995,-0.28,-1.14,NA
16/10/1995,-0.24,-1.08,NA
17/10/1995,-0.33,-1.18,NA
18/10/1995,-0.37,-1.21,NA
19/10/1995,-0.49,-1.37,NA
20/10/1995,-0.49,-1.37,NA
23/10/1995,-0.64,-1.5,NA
24/10/1995,-0.72,-1.59,NA
25/10/1995,-0.86,-1.69,NA
26/10/1995,-1.13,-1.87,NA
27/10/1995,-1.2,-1.9,NA
30/10/1995,-1.21,-1.98,NA
31/10/1995,-1.25,-2.01,NA
01/11/1995,-1.46,-2.22,NA
02/11/1995,-1.57,-2.38,NA
03/11/1995,-1.6,-2.4,NA
06/11/1995,-1.68,-2.46,NA
07/11/1995,-1.68,-2.43,NA
08/11/1995,-1.89,-2.68,NA
09/11/1995,-1.86,-2.66,NA
10/11/1995,-1.97,-2.77,NA
13/11/1995,-2.16,-2.96,NA
14/11/1995,-2.14,-2.94,NA
15/11/1995,-2.19,-3.06,NA
16/11/1995,-2.13,-3.06,NA
17/11/1995,-2.06,-2.99,NA
20/11/1995,-2.06,-2.96,NA
21/11/1995,-1.99,-2.9,NA
22/11/1995,-1.84,-2.75,NA
23/11/1995,-1.77,-2.67,NA
24/11/1995,-1.83,-2.75,NA
27/11/1995,-1.82,-2.75,NA
28/11/1995,-1.82,-2.82,NA
29/11/1995,-1.64,-2.63,NA
30/11/1995,-1.55,-2.5,NA
01/12/1995,-1.47,-2.44,NA
04/12/1995,-1.5,-2.51,NA
05/12/1995,-1.55,-2.61,NA
